IDTEACH,TT3G01,TT3G07A,TT3G07D,TT3G07G,TT3G34B,TT3G34D,TT3G53E,TT3G53H
314820,1,2,2,3,3,3,2,1
314901,1,2,2,3,3,2,2,1
314902,1,2,2,3,2,3,2,1
314903,1, , , , , , , 
314904,1,3,3,3,1,2,2,1
314905,1,2,1,3, , , , 
314906,1,3,3,3,2,3,2,1
314907,1,3,2,3,3,3,2,2
314908,2,3,3,2,2,2,1,2
314910,2,3,3,3,1,3,1,1
314911,2,2,3,2,2,3,3,1
314912,2,2,2,3,1,2,2,1
314913,2,3,2,3,2,2,2,1
314914,2,2,1,2,1,2,2,1
314915,2,2,1,2,2,2,2,1
314916,1,2,2,2,1,2,2,1
314917,2,2,1,2,1,1,2,1
314918,2,2,1,3,2,3,2,1
314919,1,3,3,3,1,3,1,3
314920,1,3,1,3,1,2,3,1
315001,1,2,1,3,1,3,3,1
315002,1,3,3,3,2,3,2,1
315003,1,3,3,2, , , , 
315005,2,3,1,2,3,3,3,3
315006,2,2,3,2,2,2,2,1
315007,2,2,2,1,3,3,2,2
315008,2,2,3,3,3,3,3,2
315009,1,2,2,3, , , , 
315010,1,2,2,3,2,2,2,2
315011,1,2,2,3, , ,2,1
315012,2,2,2,3,1,3,2,1
315013,1,3,2,3,2,2,2,1
315014,2,3,1,1,2,2,2,1
315017,1,3,3,3, , , , 
315018,1,3,3,1,1,2,2,2
315020,2,2,3,2,3,3,2,1
315101,1,3,3,3,3,3,3,1
315102,2,2,1,3, , , , 
315103,1,3,3,3,2,3,3,1
315104,1,3,1,3,1,2,2,1
315105,1,2,1,3,3,2,3,2
315106,1,2,2,2,2,3,3,1
315107,1,3,3,3,3,3,1,1
315108,2,2,3,3,2,2,2,2
315109,1,3,1,3,3,3,3,3
315110,1,3,3,3,2,3,3,1
315111,1,2,3,2,1,1,2,1
315112,1,2,3,3,3,3,3,2
315113,1,3,3,3,2,3,2,1
315114,1,2,1,3,2,2,3,3
315116,1,3,1,3,3,3,3,1
315117,1,2,1,3,3,3,2,3
315118,1,2,3,3,2,2,3,1
315119,2,1,1,3,2,1, , 
315120,1,3,2,3,3,3,3,3
315201,2,3,3,2,2,2,3,2
315202,1,3,1,3,2,3,3,1
315203,1,3,2,3,3,2,3,1
315204,2,3,3,3,1,2,3,2
315205,2,2,1,2,2,3,3,1
315207,1,3,3,3,1,3,3,2
315208,1,1,1,3,1,2,3,1
315209,2,3,1,3,2,3,3,1
315210,2,3,3,2,2,3,3,1
315211,1,3,2,3,2,2,3,2
315212,2,3,3,3,2,1,3,1
315215,2,3,3,3, , , , 
315216,1,3,3,3,3,3,2,2
315217,1,3,1,2,2,1,3,1
315218,1,2,2,3,3,3,3,2
315219,1,3,3,3,2,2,3,2
315220,1,3,3,3, , , , 
315301,2,1,1,3,1,2,2,1
315302,1,3,2,3,3,3,2,1
315303,1,2,2,3,3,3,3,1
315304,2,3,3,3,2,3,3,2
315305,1,1,2,2,2,3,3,1
315306,2,2,1,3,3,2,3,1
315401,2,3,3,3,2,3,3,3
315402,1,1,1,3,1,2,2,1
315405,1,3,3,3,3,3,3,3
315407,1,3,3,3,1,3,3,1
315408,1,2,2,1,1,2,3,1
315411,1,2,3,3,1,3,2,1
315412,2,2,2,3,1,2,2,1
315413,2,3,1,2,3,3,3,1
315415,1,1,1,3,1,1,3,2
315417,2,2,2,2,2,2,2,2
315419,1,2,2,3,1,1,3,1
315420,1,1,1,3, , , , 
315501,1,2,2,3,3,3,3,1
315502,1,2,3,3,2,2,3,1
315504,2,2,2,2,3,3,2,1
315505,1,3,3,2,2,2,2,1
315506,1,1,1,2,2,3,2,1
315507,1,2,3,3,3,1,2,1
315508,2,3,3,3,1,2,2,1
315509,1,2,2,3,3,2,2,1
315510,1,2,2,2,1,1,1,1
315511,1,1,1,3,3,3,2,1
315512,2,3,3,3,2,2,1,1
315513,1,3,3,3,3,3,3,3
315514,2,1,1,3,3,3,2,2
315515,2,2,3,3,3,3,2,2
315517,2,3,3,3,3,3,3,2
315519,1,2,2,2,1,2,2,1
315520,1,1,2,3,3,3,2,1
315601,2,2,1,3,3,2,3,2
315602,1,1,3,3,2,3,2,1
315603,2,2,2,3,1,2,2,2
315604,2,1,1,3,2,3,3,2
315606,2,2,2,3,2,2,3,2
315702,1,1,2,3,2,2,3,1
315703,1,3,2,3,3,3,3,2
315705,2,3,3,3,3,3,3,1
315706,1,3,3,3,3,3,3,1
315707,1,2,2,3,3,3,2,1
315708,1,1,1,3,1,2, , 
315709,2,1,1,2,2,1,1,1
315711,1,3,1,2,1,2,2,1
315712,1,3,3,3,2,3,2,2
315713,2,1,1,3,2,3,3,1
315714,2,2,1,3,2,2,2,3
315715,1,2,2,3,1,2,2,1
315716,2,2,3,3,1,2,2,1
315717,1,1,1,3, , , , 
315718,1,2,3,3,3,3,2,2
315719,1,3,1,3,3,3,3,3
315720,1,3,2,2,1,2,1,1
315801,1,2,2,2, , , , 
315802,2,1,1,3,1,3,2,1
315803,2,3,3,2,2,2,2,1
315804,1,3,3,3,2,2,2,1
315805,1,1,3,2,3,2,3,1
315806,2,3,2,3, , , , 
316001,2,2,2,3,2,3,2,1
316002,1,2,2,3,3,3,2,1
316003,1,2,2,2,3,3,2,1
316004,1,2,2,3,2,2,3,1
316005,1,2,2,3,3,3,2,1
316006,1,3,1,3,2,2,3,1
316007,1,2,1,3,2,2,2,1
316008,1,2,2,3,3,3,3,1
316009,2,2,2,2,3,3, , 
316010,1,2,1,3,3,3,2,1
316011,1,2,1,3,2,2,2,1
316012,1,1,2,3,1,2,3,1
316013,1,2,3,2,1,2,2,1
316014,1,2,1,3,1,2,2,1
316015,1,1,1,3,1,3,2,1
316016,1,2,1,3,3,2,2,1
316017,2,3,2,3, , , , 
316101,1,1,2,3,3,1,2,1
316102,1,3,1,1,3,3,2,1
316103,2,1,3,2,2,3,2,1
316104,2,3,1,3,3,2,2,1
316105,2,2,1,3,2,3,2,2
316202,1,1,2,3,1,2,2,2
316203,2,3,3,3,3,3,3,1
316205,1,1,1,3,2,1,3,1
316206,1,3,1,3,1,2,2,1
316207,1,3,2,1,1,1,2,1
316208,2,3,2,3,1,1,2,1
316209,1,3,3,3,1,2,2,1
316210,1,2,1,2,1,2,3,1
316211,1,2,2,3,3,3,2,1
316212,2,3,1,3,3,1,2,3
316216,1,2,3,3,2,1,3,1
316218,1,3,3,3,2,2,3,1
316219,1,2,1,2,2,2,2,1
316220,1,3,2,3,2,2,2,1
316221,2,1,2,3,2,2,2,2
316222,1,2,2,3,2,2,2,1
316301,1,3,3,2,1,3,2,1
316302,1,3,3,3,1,2,3,1
316303,1,2,3,3,2,3,3,2
316304,2,2,1,3,1,3,3,2
316305,1,3,2,1,1,3,2,2
316306,1,1,1,3,3,3,2,1
316307,2,3,3,3,3,3,3,1
316308,2,3,3,1,2,2,2,2
316309,1,3,2,2,2,2,3,1
316310,2,3,3,2,2,2,2,1
316311,2,2,2,3,3,3,2,1
316312,1,3,3,2,1,3,3,2
316313,1,3,3,2,1,1,3,1
316314,1,2,3,2,3,3,3,2
316315,2,1,1,2,1,1,3,1
316316,1,3,3,2,3,2,3,1
316317,2,2,2,2,2,2,3,1
316318,1,2,1,3,3,2,3,1
316319, ,3,2,3,2,2,3,2
316320,1,2,2,3,1,3,3,1
316401,1,2,2,2,2,2,2,2
316402,1,2,1,3,1,3,2,2
316403,1,2,3,3,3,1,1,1
316404,2,2,2,3,1,2,3,3
316405,1,2,3,3,2,2,2,1
316406,1,1,2,3,1,2,3,1
316407,1,1,2,3,3,3,3,1
316408,2,1,2,1,2,2,2,1
316410,1,3,3,3,3,2,3,3
316411,1,1,2,3,2,2,2,1
316412,2,2,3,1,2,2,3,2
316413,1,2,3,3,2,2,2,2
316414,1,2,1,3,3,2,3,2
316415,2,3,3,3,2,1,2,1
316416,1,1,1,3,2,2,2,1
316417,2,2,3,3,1,2,3,3
316418,1,1,2,3,1,3,2,2
316419,1,2,2,3,2,2,3,1
316420,2,2,2,3,2,2,3,1
316501,1,2,2,3,1,3,2,1
316502,1,3,3,3,1,2,3,1
316503,1,2,1,3,1,1,2,1
316504,2,2,2,2,3,3,2,2
316505,1,3,3,3,2,3,3,1
316506,1,3,3,3,3,2,3,2
316507,2,2,3,2,3,3, , 
316508,1,3,1,2,2,1,2,1
316509,1,3,3,3,2,2,3,2
316510,1,3,3,2,3,3,1,2
316511,1,2,3,3,2,3,3,1
316512,1,2,2,2,3,2,3,2
316513,1,2,3,2,2,2,2,1
316514,1,2,2,2,2,3,1,1
316516,1,1,1,3,3,3,3,1
316517,1,2,1,3,2,3,2,1
316518,1,3,3,3,2,3,2,2
316519,1,3,3,3,2,3,2,1
316601,2,1,3,2,2,3,3,1
316602,1,2,2,1,2,3,2,1
316604,1, , ,3,3,3, , 
316606,2,3,3,3,3,3,2,3
316607,1,2,3,3,2,2, ,2
316608,2,2,2,2,2,3,2,1
316609,1,2,2,3,1,1,1,1
316610,1,2,3,2,2,2,2,1
316611,1,3,2,2,3,2,2,1
316612,2,1,2,2,3,3,2,2
316613,2,2,3,3,2,3,2,1
316614,1,3,2,3,1,2,3,2
316615,1,2,3,3,3,2,2,1
316617,1,2,3,3,1,3,2,1
316618,2,3,3,3,2,2, , 
316620,2,3,2,3,3,2,3,1
316801,1,3,2,3,1,2,2,1
316802,1,3,3,3,3,2,3,3
316803,1,2,2,3,2,3,3,2
316804,1,2,3,3,3,3, , 
316806,2,3,3,3,3,2,3,1
316807,1,2,2,3,1,2,2,2
316808,2,1,1,3,3,3,2,2
316809,1,2,3,3,2,1,2,1
316810,2,2,3,3,3,2,3,2
316811,1,2,3,3,1,2, , 
316812,1,3,3,3,1,2,1,1
316813,2,1,1,3,2,3,3,1
316814,1,2,2,3,2,3,2,1
316815,1,3,3,3,2,2, ,1
316816,1,3,3,3,1,2,2,1
316817,1,2,2,2,3,3,2,2
316818,1,3,3,3,3,3,2,1
316819,2,2,3,3,2,3,2,2
316820,1,2,1,3,3,3,2,1
317001,1,3,3,3,3,2,3,1
317002,1,2,2,3,2,3,2,1
317003,2,2,3,2,2,3,2,1
317004,1,3,2,2,2,3,2,1
317005,1,1,1,3,3,3,2,1
317006,2,2,2,2,1,2,3,1
317007,1,2,1,2,1,2,2,1
317008,2,2,2,3,3,3,2,1
317009,1,2,1,3,1,3,2,1
317010,1,2,3,3,2,2,2,2
317011,2,3,3,3,3,3,3,1
317012,1,1,1,3,3,1,2,1
317101,2,2,2,2,1,2,2,1
317102,1,3,3,3,1,3,2,1
317103,1,2,1,3,2,2,2,1
317104,1,3,3,3,1,1, , 
317106,2,3,2,1,2,1,2,1
317109,1,3,3,3,3,3,3,3
317112,1,2,3,3,1,2,1,1
317113,1,3,3,2,1,1,1,1
317114,2,2,1,3,3,3,3,1
317115,1,2,2,3,1,2,2,1
317116,1,3,3,3,3,3,2,1
317118,1,2,3,3,2,2,2,1
317119,1,2,3,3,3,1,2,2
317120,1,3,3,3,2,3,2,2
317121,1,3,3,2,1,2,3,1
317122,1,2,3,3,2,2,3,1
317123,1,3,3,3,3,3,1,2
317124,1,3,3,3,2,2,1,1
317201,2,2,2,3,2,2,3,3
317202,1,3,3,2,3,3,2,1
317203,1,3,3,3,2,2,2,2
317205,1,3,3,3,2,3,2,1
317207,2,2,3,2,3,2,2,1
317209,1,3,1,1,2,2,2,1
317210,1,2,3,2,1,2,2,2
317212,1,2,1,3,3,2,3,1
317214,1,3,3,2,1,2,2,1
317216,1,2,3,3,3,3,3,2
317217,2,2,2,3,3,3,3,1
317218,1,3,1,2,2,3,3,2
317220,2,2,3,3,2,2,3,1
317301,2,2,3,3,2,2,2,1
317302,1,3,3,3,3,1,3,2
317303,1,2,2,3,3,3,2,1
317304,1,3,3,2, , , , 
317305,2,3,3,3,3,3,3,1
317306,1,2,3,2,3,2,1,1
317307,1,2,3,3,2,3,3,1
317401,1,2,3,3,2,2,3,2
317402,2,2,2,2,2,2,3,1
317404,2,2,2,3,2,3,3,1
317405,1,2,2,2,1,1,2,1
317406,2,2,2,3,1,2,2,1
317408,1,3,3,3, , , , 
317409,1,3,3,2,2,2,2, 
317410,1,2,1,3,2,3,2,1
317411,1,2,3,3,2,2,2,1
317413,1,2,1,3,2,2,2,1
317414,2,2,1,3,2,2,2,1
317415,2,3,3,3,2,2,2,3
317416,1,2,3,3,3,3,2,2
317417,1,3,3,2,3,2,2,2
317418,1, , , , , , , 
317419,1,3,3,3,1,1,2,1
317420,1,1,2,3,2,2,2,1
317602,2, , , , , , , 
317604,1,1,1,3,2,2,3,2
317605,2,2,2,2,3,2,3,2
317606,1,3,3,3,3,1,3,3
317608,1,2,2,3,2,3,2,1
317610,1,2,1,2, , , , 
317611,1,2,1,2,1,3,2,2
317613,1,2,2,3,2,2,2,1
317617,1,2,1,3,3,2,3,2
317618,2,2,2,3, , , , 
317619,1,2,2,3,1,2,1,1
